event_id,bin_id,mc_energy_GeV,n_doms_ic,has_dm_hit,lf_ang_err,piv_lf_ang_err,mpe_std_ang_err,mpe_piv_ang_err,mpe_piv2_ang_err,spe_std_ang_err,spe_piv_ang_err,ll_mc,ll_lf,ll_plf,ll_mpe_std,ll_mpe_piv,ll_mpe_piv2,ll_spe_std,ll_spe_piv,dp_lf_m,dp_mpe_m
21,0,287.73938726562375,30,1,5.510400680451122,0.49937733138475415,0.4261418634859142,0.43882451366080416,0.43882451366080416,0.9942014543006592,1.0066083173235796,,,-6.019094101801787,-15.947129020265436,-15.852177300121616,-15.852177300121616,,-11.645500055085614,95.19097609650473,10.034539835527452
22,0,216.53310145775902,0,1,,,,,,,,,,,,,,,,,
23,0,182.82283262424667,0,1,,,,,,,,,,,,,,,,,
24,0,325.1186208216406,2,1,51.90481484681758,,,,,,,,,,,,,,,546.7741904113617,
25,0,147.513013513048,9,1,36.0565752845835,1.1485810610238032,48.12717084334847,18.525639811962318,18.525639811962318,50.59183757670025,13.937347880416414,,,-6.019094101801787,,-679.3530157584275,-679.3530157584275,,-396.8112433329725,771.2299293395007,978.6402189483563
26,0,215.88342095167133,25,1,5.458240515495035,1.3735618942725298,5.430814859990318,0.8723307898358728,0.8723307898358728,4.815903157546833,0.882173003902417,,,-6.019094101801787,,-25.427224960324246,-25.427224960324246,,-22.457858627028074,66.66591612344233,60.94408844786879
27,0,175.32026436905082,0,1,,,,,,,,,,,,,,,,,
28,0,103.18753641747092,0,1,,,,,,,,,,,,,,,,,
29,0,189.2894189699551,0,1,,,,,,,,,,,,,,,,,
30,0,123.42048867124134,4,1,31.817083525592924,2.590867451815595,,,,,,,,-6.019094101801787,,,,,,427.76770565574554,
31,0,169.2827617432213,17,1,5.5141780528857804,0.29969847405034494,1.419833279510919,1.4145763234677717,1.4145763234677717,3.1831985475626112,2.980399916857672,,,-6.019094101801787,,-10.34275444168186,-10.34275444168186,,-6.133978263825761,113.64899288792232,28.144461456266228
32,0,164.84947422509154,0,1,,,,,,,,,,,,,,,,,
33,0,377.69270679528245,62,1,1.1843473226271455,0.6298245241594732,0.1698299100297474,0.16920966697829262,0.16920966697829262,0.45314281324298783,0.45686308563040184,,-15.964236431220579,-6.019094101801787,-6.178483481286068,-6.178233835528577,-6.178233835528577,-6.303404452288311,-6.300361793065467,13.019423839920428,3.9194450473482902
34,0,144.3849666471221,31,1,17.883530043153822,1.8376746498487013,11.170070587454624,11.184615499980843,11.184615499980843,12.296998993692288,12.341266682782807,,,-6.019094101801787,,-24.994198684435688,-24.994198684435688,,-31.500923626010007,233.17235392699007,132.65783249988843
35,0,269.23660990426947,0,1,,,,,,,,,,,,,,,,,
36,0,114.24430954871771,8,1,9.543116196214335,0.9492041331288807,21.117924708950973,20.99969562885073,20.99969562885073,19.96899638555103,19.959359997736488,,,-6.019094101801787,,-500.6197889560995,-500.6197889560995,,-440.7641193614783,152.34809760725145,355.6273618107883
37,0,132.25680252471923,5,1,45.194258984592274,0.2375772846407435,,,,,,,,-6.019094101801787,,,,,,937.9625009376814,
38,0,127.66259549026344,4,1,17.99088411470247,1.9354299711659193,,,,,,,,-6.019094101801787,,,,,,251.83894575114937,
39,0,270.19528960728655,53,1,2.9379735305482675,0.13784560923161443,0.9829627065181538,0.3316638445248994,0.3316638445248994,0.2769161363035915,0.27597767347046603,,,-6.019094101801787,-25.70465340362111,-32.24798429494695,-32.24798429494695,-33.72994611582588,-33.74528038446363,51.18929002311008,14.93855170755086
40,0,224.1087335311948,27,1,8.392785807699424,0.6581990737834081,4.835234826657481,4.814942939587028,4.814942939587028,4.558020502135227,4.556837241223245,,,-6.019094101801787,,-6.089057674884061,-6.089057674884061,,-6.371307771317251,134.6973036965421,71.0008330630647
41,0,177.61696354713627,0,1,,,,,,,,,,,,,,,,,
42,0,157.73088039664123,0,1,,,,,,,,,,,,,,,,,
43,0,225.20951914568553,0,1,,,,,,,,,,,,,,,,,
44,0,223.17044726706953,5,1,58.45002550523414,2.2506291412645667,,,,,,,,-6.019094101801787,,,,,,687.7039469835921,
45,0,103.20062384980234,6,1,46.642384352205184,1.8695947635116221,17.192240843832234,17.155196066599814,17.155196066599814,16.36520284260688,16.388168069661674,,,-6.019094101801787,,-420.8079364491377,-420.8079364491377,,-322.9849351887115,665.3840702895826,306.24402219297076
46,0,294.8771608156303,0,1,,,,,,,,,,,,,,,,,
47,0,196.98093592978768,21,1,8.507466265519012,0.9123321059722216,3.83334776207048,3.838283860601866,3.838283860601866,3.740831277293946,3.750473724847205,,,-6.019094101801787,,-6.601764520081121,-6.601764520081121,,-6.828401695948631,99.37916421138927,46.67005423232089
48,0,192.35064220548747,0,1,,,,,,,,,,,,,,,,,
49,0,205.30685083607275,0,1,,,,,,,,,,,,,,,,,
50,0,313.1663961125354,93,1,2.98193625658301,1.2392955458652384,0.2031366496213884,0.20334013162547862,0.20334013162547862,0.24556249868084187,0.24367704223992306,,,-6.019094101801787,-31.42510409930756,-31.425614112537367,-31.425614112537367,-30.197443970302324,-30.201253434301663,42.788443209312085,2.39082793580359
51,0,214.9916961973397,1,1,,,,,,,,,,,,,,,,,
52,0,147.48242512362336,0,1,,,,,,,,,,,,,,,,,
53,0,289.19347852607586,0,1,,,,,,,,,,,,,,,,,
54,0,137.4448255937774,0,1,,,,,,,,,,,,,,,,,
55,0,166.93729433420953,18,1,5.7193817120594765,0.14060292603752503,1.8574464070765087,2.1884359848194967,2.1884359848194967,1.4453535019724482,1.4418835126434328,,,-6.019094101801787,,-8.877367523488761,-8.877367523488761,,-10.393129775109292,85.6167901067568,31.709718655606622
56,0,154.98274035976104,25,1,5.075150190546145,0.19678861593788516,2.0557725455135056,2.7977441529780007,2.7977441529780007,4.177560741554142,4.171290181238404,,,-6.019094101801787,,-8.34650691262622,-8.34650691262622,,-6.036822176874376,76.33107915629132,30.38146816679523
57,0,203.72028615697383,0,1,,,,,,,,,,,,,,,,,
58,0,125.5349605830113,0,1,,,,,,,,,,,,,,,,,
59,0,393.93569852110835,61,1,0.877479421813755,0.11769932407276266,0.1225447321317915,0.12144064473236617,0.12144064473236617,0.15002869572492245,0.14874268245675637,,-28.527173893448925,-6.019094101801787,-6.260592769137606,-6.262021578751069,-6.262021578751069,-6.406359519620751,-6.405347475394784,13.456479803570554,0.9768133674202611
60,0,342.3540694324304,50,1,4.537722341670406,0.5383997315449246,1.313215461047971,1.315682291935737,1.315682291935737,1.5293701243780842,1.5143732214174674,,,-6.019094101801787,,-8.006674367634703,-8.006674367634703,,-8.647724794554826,51.417586569504394,18.44361931612511
61,0,154.723909730456,14,1,13.111686511522558,0.9866982423494723,19.504054941895497,16.811189829526967,16.811189829526967,22.647538514919663,22.729088851693813,,,-6.019094101801787,,-296.36022473945025,-296.36022473945025,,-513.8768773385161,221.25475884595502,335.2596340469576
62,0,167.56937017382634,0,1,,,,,,,,,,,,,,,,,
63,0,143.70646603923254,0,1,,,,,,,,,,,,,,,,,
64,0,118.4826500906384,13,1,12.533165565214091,0.49466931404515696,8.117156434261178,9.809392717680495,9.809392717680495,9.839468278597714,9.527083112363314,,,-6.019094101801787,,-55.83239316790715,-55.83239316790715,,-50.821266200126,217.7910327991325,141.08206925880472
65,0,128.1034968563972,0,1,,,,,,,,,,,,,,,,,
66,0,131.17793785814598,0,1,,,,,,,,,,,,,,,,,
67,0,382.9092480963659,0,1,,,,,,,,,,,,,,,,,
68,0,101.9440240664593,0,1,,,,,,,,,,,,,,,,,
69,0,255.03230973815184,0,1,,,,,,,,,,,,,,,,,
70,0,260.95009625426917,12,1,2.311392544510972,2.0672806725033026,2.2117035045796327,2.181579961214707,2.181579961214707,2.057111647260814,2.0876323110946644,,,-6.019094101801787,-6.610601823352879,-6.69498744699992,-6.69498744699992,-6.940337927150855,-6.878987809813298,32.88119533125265,12.380815299792594
71,0,303.72092628119117,45,1,2.0604912404116513,0.26506051311189527,0.784816772068839,0.7863823115099303,0.7863823115099303,0.7470510222386789,0.7421791456145385,,,-6.019094101801787,-12.66971591104461,-12.66221467756643,-12.66221467756643,-13.049289095515237,-13.075325243022574,28.948032589560505,10.448022005750326
72,0,119.84906519066556,0,1,,,,,,,,,,,,,,,,,
73,0,173.19961260403477,0,1,,,,,,,,,,,,,,,,,
