std_err,pivot_err
116.09714916647052,22.02038550313171
162.27027101141638,134.44413285243925
168.28436983540135,172.36184088660542
174.7647310607821,45.190934388956435
177.6707170020967,177.6707170020967
160.6137568826864,76.33309583731577
176.15394843017108,176.15394843017108
157.45521045905014,157.45521045905014
161.19925022506933,25.36130003670086
90.28203918110682,31.633937253768774
144.4078874937414,26.495564606046468
176.7303865136869,176.7303865136869
17.193096799460946,17.193096799460946
152.21360878689353,113.63020797614583
79.2338490089827,79.2338490089827
43.76716233331522,78.6274194986066
,62.29645218758163
124.13657490157257,47.59577990843135
,
176.8811200313363,176.8811200313363
,38.75874807823449
,66.90743112245595
,
159.38124757535755,159.38124757535755
96.88461235277713,10.978497914753927
89.6973874415987,89.6973874415987
105.9571831582678,105.9571831582678
93.19073933224936,69.9985754890303
174.6407980541685,174.6407980541685
,
175.62573385228052,174.93597259419704
64.68642383068152,64.34901870873065
71.53173009737768,71.53173009737768
154.05723162892792,154.05723162892792
169.66256589951197,64.74466899728917
134.7387161190747,58.76332941052547
148.37325373483526,151.13058152568868
119.81687786331948,117.3258588040792
145.25964680705252,145.25964680705252
119.7460009476542,119.7460009476542
134.10834906746058,62.55528844425677
71.56620216369943,71.56620216369943
173.29862713957203,175.98769652504296
114.3521186190452,70.14594832023039
123.23435769929714,74.1159041950273
175.18662991294096,155.9734701592757
62.25480102695296,26.586841544577013
,44.08533156040072
,15.10889481656744
103.42653473921649,103.42653473921649
28.608820920337408,26.588236700280564
171.8244373899195,90.21835499267573
176.48858707030442,176.48858707030442
104.41942389260922,107.05479038662037
11.50798729447,60.69095528634412
170.93846574923413,160.03012438707125
92.91531976482419,91.21529169598404
132.26578772171968,62.31977058702807
102.73607647848124,102.73607647848124
134.252825781948,107.3811437737901
98.86498617844943,69.90336280104852
43.70904197688823,16.809273931594273
167.73655391631277,140.33711065085075
,82.29065395030169
129.093506427224,129.093506427224
148.88401415830708,28.222573647775977
130.7807702809849,73.6495342648848
165.068753427326,70.60604538163001
11.896531215811637,11.896531215811637
,83.09638810607254
75.11287497384163,75.11287497384163
119.34579738221272,71.15865821991451
177.99310087466495,28.09932325911167
175.78251348301092,162.83337552564922
94.53774381700592,28.389243894127326
61.631787554105294,61.631787554105294
165.84765787267673,140.01950806045832
153.57370873955156,79.45802923574021
164.65577815035235,84.08745051330521
66.73626628180453,22.915023444111732
84.38370672518188,65.35485486159027
60.66934756974499,57.20849363932514
106.47649334600003,106.47649334600003
148.49379582435319,134.51303051168355
158.48210384893747,158.48210384893747
33.21637361857975,43.39181753931451
72.8141258170676,24.886994361105735
162.06879704556792,128.54932896707302
,
71.90021535650797,71.90021535650797
153.75993824699836,153.75993824699836
89.95531897197252,79.20923787028988
104.58207307804271,114.76371241375557
172.67567415378375,54.40274377863228
,66.89590404193004
14.856335460269023,14.856335460269023
104.1860975837448,104.1860975837448
35.956200988626755,47.47299421523948
93.12161232055728,93.12161232055728
92.358542066758,92.23265350629865
